id,screen_name,name,created_at,full_text,hour,text_length,contains_engie,day,tweets_par_jour,tweets_par_semaine,tweets_par_mois,mentions_engie_par_jour,tweets_critique_par_jour,cleaned_tweet
"1,74187E+18",fhureau,François Hureau 🐦,2024-01-01 16:59:03+00:00,"Bonjour ENGIEpartSAV, Alors que le prix repère moyen de vente du gaz publié par la CREenergie est passé de 0,10406 à 0,09990KwH entre décembre et janvier, le prix de l'offre tranquillité est passé de 0,09686 à 0,10230 ? Quelle est votre formule d'indexation ?",16,267,True,2024-01-01,2,0,0,2,0,Bonjour ENGIEpartSAV Alors que le prix repère moyen de vente du gaz publie par la CREenergie est passe de 010406 a 009990KwH entre décembre et janvier le prix de offre tranquillité est passe de 009686 a 010230 Quelle est votre formule indexation
"1,74213E+18",AmirRamires,Ramirez,2024-01-02 10:24:08+00:00,enedis ENGIEgroup ENGIEpartFR enedisclients enedisparis pour vous cest normal de laisser des familles sans électricité ?nPlus de 1 semaines pour obtenir un rdv avec un tech pour mettre en service lélectricité nEn plein mois de janvier ou les températures sont basses !,10,273,True,2024-01-02,1,0,0,2,0,ennuis ENGIEgroup ENGIEpartFR enedisclients enedisparis pour vous est normal de laisser des familles sans électricité plus de 1 semaines pour obtenir un de avec un teck pour mettre en service lelectricite ne plein mois de janvier ou les températures sont basses
"1,74248E+18",AnneCremer2,Anne Cremer,2024-01-03 09:19:30+00:00,"ENGIEpartFR j'essaie de vous joindre depuis 48 h, impossible. J'ai envoyé un mail le 28.12, pas de réponse non plus. Je veux adapter le montant de mon forfait impossible sur votre site.",9,187,True,2024-01-03,2,0,0,2,0,ENGIEpartFR essaie de vous joindre depuis 48 h impossible ai envoyé un mais le 2812 pas de réponse non plus Je veux adapter le montant de mon forfait impossible sur votre site
"1,74256E+18",Eurpbo2016,Pbo,2024-01-03 14:40:58+00:00,ENGIEpartFR bonjour mon épouse na plus accès à son compte particulier pour consulter ses factures.nComment faire ?nMerci,14,123,True,2024-01-03,2,0,0,2,0,ENGIEpartFR bonjour mon épouse la plus accès a son compte particulier pour consulter ses facturesnComment faire merci
"1,74283E+18",hawaien88,hawaien88,2024-01-04 08:33:30+00:00,ENGIEpartSAV Vous mavez demandé de venir en privé pour quon ne voit pas que vous ne répondez plus. Ma facture est de septembre et vous me dites quil sagit des consommations de septembre à décembre. Jattends toujours une explication.,8,237,True,2024-01-04,3,0,0,4,0,ENGIEpartSAV Vous avez demande de venir en prive pour quoi ne voit pas que vous ne répondez plus Ma facture est de septembre et vous me dites qui sait des consommations de septembre a décembre attends toujours une explication
"1,74289E+18",bbast____,Bastos en brr,2024-01-04 12:31:53+00:00,Nayant pas Twitter je passe par le compte dun proche pour solliciter ENGIEpartFR qui me prélève et réclame des sommes aléatoires et faramineuses sans me prévenir en amont et sans jamais pouvoir les justifier. Comment débloquer cette situation qui me pèse depuis des mois ?,12,279,True,2024-01-04,3,0,0,4,0,ayant pas quitter je passe par le compte un proche pour solliciter ENGIEpartFR qui me preuve et réclame des sommes aléatoires et faramineuses sans me revenir en amont et sans jamais pouvoir les justifier Comment débloquer cette situation qui me pense depuis des mois
"1,7429E+18",chiquitamala,marga,2024-01-04 13:34:11+00:00,"ENGIEpartSAV ENGIEpartFR sommes arrivés à 624.32, je vous souhaite une bonne journée et compte sur moi pour commencer une guerre médiatique. Merci encore pour votre attention.",13,179,True,2024-01-04,3,0,0,4,0,ENGIEpartSAV ENGIEpartFR sommes arrives a 62432 je vous souhaite une bonne journée et compte sur moi pour commencer une guerre médiatique Merci encore pour votre attention
"1,74318E+18",WhoCares188,ÇA GIIIIIIVE🫦,2024-01-05 07:55:39+00:00,"Comme les afficher cest ce qui marche, ENGIEpartSAV ENGIEpartFR, vous deviez me rembourser dans un délai de 15j max selon vos dires, ça va faire 2 mois que jattends mes sous!!!",7,178,True,2024-01-05,2,0,0,4,0,Comme les afficher est ce qui marche ENGIEpartSAV ENGIEpartFR vous deviez me rembourser dans un délai de 15j ma selon vos dires la va faire 2 mois que attends mes sous
"1,74321E+18",OPredhomme,Olivier Predhomme,2024-01-05 09:52:06+00:00,.ENGIEpartFR déjà une semaine et demi sans nouvelle de votre part. Plus deau chaude. Plus de chauffage. On fait comment pour avoir une réponse??? Cest quoi ce service client??? ENGIEgroup,9,190,True,2024-01-05,2,0,0,4,0,ENGIEpartFR de une semaine et demi sans nouvelle de votre part Plus beau chaude Plus de chauffage On fait comment pour avoir une réponse est quoi ce service client ENGIEgroup
"1,74365E+18",AykCtk,PoAyko,2024-01-06 15:07:35+00:00,"ENGIEpartFR Bonjour,nJe vous ai envoyé un DM la semaine passée, sans aucune réponse de votre part. Pourriezvous avoir l'amabilité de porter un intérêt à mes questions sur des factures qui s'élèvent à 280 pour le mois de novembre ? App. de 67m2 entièrement refait à neuf",15,281,True,2024-01-06,2,0,0,2,0,ENGIEpartFR BonjournJe vous ai envoyé un DM la semaine passe sans aucune réponse de votre part Pourriezvous avoir amabilité de porter un intérêt a mes questions sur des factures qui seulement a 280 pour le mois de novembre pas de 67m2 entièrement refait a neuf
"1,74374E+18",Bonheur151,Bonheur15,2024-01-06 21:15:38+00:00,"BrunoLeMaire deux questions moi , mes parents et grands parents ont payé les centrales nucléaires pourquoi ce prix de lélectricité ?ENGIEgroup augmenter labonnement de 35 cest à cause de la guerre en Ukraine ou vs vs gavez bande de voleurs Jattends vos retours !",21,267,True,2024-01-06,2,0,0,2,0,BrunoLeMaire deux questions moi mes parents et grands parents ont paye les centrales nucléaires pourquoi ce prix de lelectricite ENGIEgroup augmenter abonnement de 35 est a cause de la guerre en Ukraine ou va va gavez bande de voleurs attends vos retours
"1,74443E+18",jouanetwan,Jouan Etwan 💚💛,2024-01-08 19:01:43+00:00,"ENGIEpartSAV Bonjour ENGIEpartSAV , lappli monpilotageelec Nouveau bug, il fait 3 degrés engie",19,95,True,2024-01-08,5,0,0,6,0,ENGIEpartSAV Bonjour ENGIEpartSAV appui monpilotageelec Nouveau but il fait 3 degrés envie
"1,74444E+18",blacklicorne2,Blacklicorne,2024-01-08 19:05:22+00:00,ENGIEpartSAV monpilotageelec Bonsoir. L appli ne fonctionne pas ce soir testé sur plusieurs téléphones. Dès qu il fait froid on dirait que les serveurs plantent.,19,165,True,2024-01-08,5,0,0,6,0,ENGIEpartSAV monpilotageelec Bonsoir L appui ne fonctionne pas ce soir teste sur plusieurs téléphones Des qu il fait froid on dirait que les serveurs plantent
"1,74444E+18",Deer174229,Bridget Jones^^🧡(Journalisme)🇫🇷🇪🇺🇺🇦,2024-01-08 19:18:30+00:00,"C'est quand même curieux ENGIEpartFR n, chaque fois qu'il y a une vague de températures négatives, l'application mon pilotage élec est en rade. Ça fait 3 fois depuis le début de l'hiver. Le pire c'est qu'on te dit que tu n'es pas connecté à internet. Je suis en 5ghz",19,274,True,2024-01-08,5,0,0,6,0,est quand même curieux ENGIEpartFR un chaque fois qui y a une vague de températures négatives application mon pilotage le est en rade la fait 3 fois depuis le début de hiver Le pire est quoi te dit que tu ne pas connecte a interne Je suis en gaz
"1,74447E+18",CloBusnel,Chloé Marchand,2024-01-08 21:20:58+00:00,"Merci ENGIEpartFR pour son appli de réglage de chauffage connecté qui ne fonctionne pas, encore, durant cette vague de froid avec 2 enfants en bas âge !!!!",21,158,True,2024-01-08,5,0,0,6,0,Merci ENGIEpartFR pour son appui de réglage de chauffage connecte qui ne fonctionne pas encore durant cette vague de froid avec 2 enfants en bas page
"1,74449E+18",mecquiraletrop,Mec qui râle trop φ🏟️⚽️🏈⏚,2024-01-08 22:50:52+00:00,ENGIEpartFR 4h que je peux rien faire avec votre appli et quil fait 4 dehors.nDeuxième fois alors que je suis chez vous depuis 3 semaines. Va falloir mexpliquer là,22,165,True,2024-01-08,5,0,0,6,0,ENGIEpartFR oh que je peux rien faire avec votre appui et qui fait 4 dehorsnDeuxieme fois alors que je suis chez vous depuis 3 semaines Va falloir expliquer la
"1,74462E+18",ML09119902,M L,2024-01-09 07:17:31+00:00,Lappli monpilotageelec est toujours KO ce matin ENGIEpartSAV ENGIEpartFR,7,72,True,2024-01-09,2,0,0,3,0,appui monpilotageelec est toujours km ce matin ENGIEpartSAV ENGIEpartFR
"1,7447E+18",Divergents20,Divergent,2024-01-09 12:19:53+00:00,"Le foutage de gueule de ENGIEpartFR, pour une maison de 96 m carré où on vit à 4 en pleine période de froid normal pour la saison... Ah il n'y pas de risques qu'il me file la prime...",12,187,True,2024-01-09,2,0,0,3,0,Le routage de gueule de ENGIEpartFR pour une maison de 96 a carre ou on vit a 4 en pleine période de froid normal pour la saison Ah il ne pas de risques qui me file la prime
"1,74516E+18",prisspriss12,Missoussipi78,2024-01-10 19:09:32+00:00,"ninie949378 78190trappes CDCHabitat villedetrappes ENGIEproFR CDCHetMoi alirabeh En panne de chauffage et d'eau chaude avec CDCHetMoi ENGIEpartFR Malgré des installations soidisant neuves, rien ne fonctionne. Incompétence ProblèmesTechniques",19,244,True,2024-01-10,1,0,0,2,1,ninie949378 78190trappes CDCHabitat villedetrappes ENGIEproFR CDCHetMoi alirabeh En panne de chauffage et beau chaude avec CDCHetMoi ENGIEpartFR malgré des installations soi-disant neuves rien ne fonctionne incompétence ProblemesTechniques
"1,74551E+18",LeMalth,Le Malth’,2024-01-11 18:28:37+00:00,"ENGIEpartFR nbonsoir, seraitil possible davoir un contact? 10 jours pour avoir un rdv avec un technicienune à 16 degrés avec pompe à chaleur et neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée",18,269,True,2024-01-11,1,0,0,1,0,ENGIEpartFR bonsoir serait possible avoir un contact 10 jours pour avoir un de avec un technicienne a 16 degrés avec pompe a chaleur et neuve interventionstjr pareil devient insupportable sans compter le service client inutile et la facture de salle
"1,74571E+18",Damien4118,🇫🇷 Damien 🇫🇷,2024-01-12 07:37:30+00:00,"Bon à savoir lorsqu ENGIEpartFR intervient chez vous pour un changement de pièce banal, vous pouvez vous retrouver ensuite sans chauffage. On vous proposera ensuite un rdv dans 3 jours pour venir voir ce qui se passe",7,218,True,2024-01-12,4,0,0,4,0,Bon a savoir lorsque ENGIEpartFR intervient chez vous pour un changement de pièce banal vous pouvez vous retrouver ensuite sans chauffage On vous proposera ensuite un de dans 3 jours pour venir voir ce qui se passe
"1,74575E+18",MerlinPainpin,Alexus,2024-01-12 10:09:53+00:00,Le plus gros suspense de lannée nENGIEpartFR,10,45,True,2024-01-12,4,0,0,4,0,Le plus gros suspense de année nENGIEpartFR
"1,74575E+18",david_yoteau,David Yoteau,2024-01-12 10:21:17+00:00,"ENGIEpartSAV bonjour,nPlus de courant sur la commune de Saint hilaire de clisson. Une idée de ce qu'il se passe?",10,113,True,2024-01-12,4,0,0,4,0,ENGIEpartSAV bonjournPlus de courant sur la commune de Saint filaire de caisson Une idée de ce qui se passe
"1,74576E+18",med_energie,médiateur national de l'énergie,2024-01-12 11:06:59+00:00,"vendrediCfini nUne cliente dENGIEpartFR a reçu un courrier de renouvellement de son offre de fourniture de gaz et délectricité, sans mention des nouveaux prix de l'abonnement et du kWh. Il contient seulement 8 pages d' annexe de prix 14",11,239,True,2024-01-12,4,0,0,4,0,vendrediCfini une cliente dENGIEpartFR a reçu un courrier de renouvellement de son offre de fourniture de gaz et delectricite sans mention des nouveaux prix de abonnement et du oh Il contient seulement 8 pages de annexe de prix 14
"1,74625E+18",y770_,petit coeur grenadine,2024-01-13 19:29:54+00:00,"ENGIEgroup ENGIEpartFR Pq vous mettez plusieurs jours pr envoyer qqun nous dépanner en plein hiver, en plus qqun qui vient qui na même pas la pièce quil faut on est sans eau chaude ni chauffage depuis 2 jours cest inhumain de traiter les gens comme ça !!!!!!!!!!!!",19,268,True,2024-01-13,1,0,0,2,1,ENGIEgroup ENGIEpartFR pu vous mettez plusieurs jours par envoyer qqun nous dépanner en plein hiver en plus qqun qui vient qui la même pas la pièce qui faut on est sans eau chaude ni chauffage depuis 2 jours est inhumain de traiter les gens comme la
"1,74661E+18",coupinesandrine,Sandriiiine,2024-01-14 19:24:56+00:00,y770 ENGIEgroup ENGIEpartFR Bienvenue au club. On attend toujours qu'ils nous recontactent...,19,93,True,2024-01-14,1,0,0,2,0,y770 ENGIEgroup ENGIEpartFR Bienvenue au club On attend toujours quels nous contactent
"1,74692E+18",FannyLepoivre,Fanny Lepoivre,2024-01-15 15:54:58+00:00,"48h que nous avons demandé une intervention d'urgence dans notre immeuble ENGIEproFR ENGIEpartFR Engie solutions Engie home services et toujours rien...pourtant l'eau coule en continu depuis 48h et plus personne n'a de chauffage, y compris nos aimés de 90 ans vivants seuls ...",15,279,True,2024-01-15,1,0,0,2,1,oh que nous avons demande une intervention urgence dans notre immeuble ENGIEproFR ENGIEpartFR envie solutions envie home services et toujours rienpourtant beau coule en continu depuis oh et plus personne la de chauffage y compris nos aimes de 90 ans vivants seuls
"1,74717E+18",Qesakostan,Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳,2024-01-16 08:18:21+00:00,ENGIEpartFR POURQUOI ENGIE envoie plus mes factures par la postenJ'ai PAS VOULU leur Dématerialisation,8,103,True,2024-01-16,1,0,0,1,0,ENGIEpartFR POURQUOI envie envoie plus mes factures par la posterai PAS VOULU leur dématérialisation
"1,74751E+18",masy7723,Mamou Sy,2024-01-17 06:44:38+00:00,CDCHetMoi CDCHabitat ENGIEgroup Accepteriez vous cela pour votre famille ?,6,74,True,2024-01-17,5,0,0,5,0,CDCHetMoi CDCHabitat ENGIEgroup Accepteriez vous cela pour votre famille
"1,74758E+18",RVL42600,JMB,2024-01-17 11:20:30+00:00,"attention Engie rode ds nos quartiers. ltlt Engie gtgt , ,ltltGDF, je n'ai à vendre. Je vérifie vos contrats. Vous n'avez rien à faire. Juste à tel à Engie pour prendre le DUO gaz elec. gtgt à part ça vous n'avez rien à vendre !nEDFofficiel LCP UFCquechoisirnENGIEpartFR",11,278,True,2024-01-17,5,0,0,5,0,attention envie rode de nos quartiers lit envie tôt ltltGDF je ai a vendre Je vérifie vos contrats Vous avez rien a faire Juste a tel a envie pour prendre le DUO gaz le tôt a part la vous avez rien a vendre nEDFofficiel le UFCquechoisirnENGIEpartFR
"1,74758E+18",eli_____sa,🇵🇸 Eli⁷ | A VU KIM SEOKJIN & HOBI,2024-01-17 11:23:05+00:00,"Dans un 60m2, avec un seul chauffage qui fonctionne 24h24 et un autre uniquement la nuit. Une tv, un frigo, une machine à laver et une plaque induction. On est d'accord que c'est absolument pas normal d'avoir une facture de 300 balles ???nENGIEpartFR faut me venir en aide",11,273,True,2024-01-17,5,0,0,5,0,Dans un 60m2 avec un seul chauffage qui fonctionne 24h24 et un autre uniquement la nuit Une tu un frigo une machine a laver et une plaque induction On est accord que est absolument pas normal avoir une facture de 300 balles nENGIEpartFR faut me venir en aide
"1,74762E+18",vince_thouvenin,thouvenin,2024-01-17 13:45:59+00:00,ENGIEpartSAV deux mois sans eau chaude !!! Même en mettant en demeure votre agence d'Amiens aucune réponse de vos services ! arnaqueengie,13,139,True,2024-01-17,5,0,0,5,0,ENGIEpartSAV deux mois sans eau chaude même en mettant en demeure votre agence damiers aucune réponse de vos services arnaqueengie
"1,74763E+18",lazhonguoren,LZGR,2024-01-17 14:42:23+00:00,ENGIEgroup bonjour pourquoi jai une option électricité verte sur un contrat de gaz ? nÇa fait 24 mois que vous me facturez 3 en plus sur un contrat de gaz nVolezvous vos clients ?,14,182,True,2024-01-17,5,0,0,5,0,ENGIEgroup bonjour pourquoi ai une option électricité verte sur un contrat de gaz nia fait 24 mois que vous me facturez 3 en plus sur un contrat de gaz nVolezvous vos clients
"1,74828E+18",Patrick_3164,PatrickC,2024-01-19 09:24:28+00:00,"ENGIEpartSAV Bonjour ENGIEpartFR , votre réponse est inadmissible . nVous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention. nIl neige en Picardie et ma mère est sans chauffage par votre faute bougez vous !",9,278,True,2024-01-19,1,0,0,2,0,ENGIEpartSAV Bonjour ENGIEpartFR votre réponse est inadmissible vous indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date intervention il neige en Picardie et ma mère est sans chauffage par votre faute bougez vous
"1,7487E+18",VilledieuDamien,Damien Villedieu,2024-01-20 13:40:48+00:00,LaTribune Tu en penses quoi ENGIEpartFR ? J'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année,13,129,True,2024-01-20,1,0,0,1,0,tribune Tu en penses quoi ENGIEpartFR ai date de voir ma mensualisation baisser après avoir presque double cette année
"1,74903E+18",BiduleAnatheme,Anathème Bidule,2024-01-21 11:20:05+00:00,"Nous sommes le 21 janvier 2024 et ENGIEpartSAV ENGIEpartFR n'a toujours pas traité ni la résiliation ni le remboursement, ni le signalement dgccrf. Un niveau d'incompétence rare.",11,181,True,2024-01-21,3,0,0,4,1,Nous sommes le 21 janvier 2024 et ENGIEpartSAV ENGIEpartFR la toujours pas traite ni la résiliation ni le remboursement ni le signalement dgccrf Un niveau incompétence rare
"1,74912E+18",Khodexx,Khodex,2024-01-21 17:21:23+00:00,"ENGIEpartFR vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. Donc je récapitule en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. Celleci ne fonctionnait plus.",17,284,True,2024-01-21,3,0,0,4,1,ENGIEpartFR vu que le contact semble globalement complique je suis réduit a devoir essayer ici Donc je récapitule en décembre 2023 je constate une panne sur ma chaudière qui a et installer année dernière et que ai payer au prix fort celle-ci ne fonctionnait plus
"1,74912E+18",ilxipa,T-,2024-01-21 17:30:40+00:00,"ENGIEpartSAV bonjour, estce quil est possible de télécharger lhistorique horaire de ses consommations délectricité ? Je nobtiens quun fichier avec les relevés mensuels alors que loption du suivi horaire est activée.",17,221,True,2024-01-21,3,0,0,4,1,ENGIEpartSAV bonjour est-ce qui est possible de télécharger historique horaire de ses consommations delectricite Je obtiens qqun fichier avec les relever mensuels alors que option du suivi horaire est active
"1,74936E+18",Khodexx,Khodex,2024-01-22 08:55:16+00:00,"60millions ENGIEpartSAV Je ne sais pas non plus si UFCquechoisir peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. J'en ai marre !",8,164,True,2024-01-22,2,0,0,3,1,millions ENGIEpartSAV Je ne sais pas non plus si UFCquechoisir peut aider mais la de toute façon dirai voir mes pires ennemis si je avais je ai marre
"1,74944E+18",annesoldx,Anne-So,2024-01-22 14:20:26+00:00,ENGIEpartFR ENGIEpartSAV faire une demande dintervention urgente pour une chaudière qui a lâché depuis samedi matin et sentendre dire que les plannings sont pleins par une personne très désagréable au téléphone cest ça votre SAV ? Pour rappel une urgence immédiat.,14,274,True,2024-01-22,2,0,0,3,1,ENGIEpartFR ENGIEpartSAV faire une demande intervention urgente pour une chaudière qui a sache depuis samedi matin et entendre dire que les plannings sont pleins par une personne très désagréable au téléphone est la votre sa Pour rappel une urgence immédiat
"1,74987E+18",chcuny,Christophe CUNY,2024-01-23 18:55:11+00:00,"Je pense quil faut vraiment remercier le gouvernement et monsieur BrunoLeMaire pour son doublé sur les nouveaux tarifs délectricité.nnIl a quand même réussi lexploit de faire plus augmenter les tarifs qui sont les plus intéressants pour enedis les tarifs Tempo et HPHC.nnExploit dautant plus remarquable que le gaz est maintenant moins taxé que lélectricité alors que cest une énergie fossile émettrice de CO2nnUn champion comme ça, il faut absolument le garder GabrielAttal !",18,488,False,2024-01-23,1,0,0,0,0,Je pense qui faut vraiment remercier le gouvernement et monsieur BrunoLeMaire pour son double sur les nouveaux tarifs delectricitennIl a quand même réussi exploit de faire plus augmenter les tarifs qui sont les plus intéressants pour ennuis les tarifs Tempo et HPHCnnExploit autant plus remarquable que le gaz est maintenant moins taxe que lelectricite alors que est une énergie fossile émettrice de connu champion comme la il faut absolument le garder GabrielAttal
"1,75017E+18",cyril77M,cyril28,2024-01-24 15:05:49+00:00,"chcuny BrunoLeMaire enedis Et encore, mon gaz a fait 37, malgré une diminution de ma consommation de 25 et une baisse du coût global par les fournisseurs. Faut que je regarde en détail mon contrat, je comprends pas non plus une tel augmentation ENGIEpartFR !",15,261,True,2024-01-24,3,0,0,4,0,chacun BrunoLeMaire ennuis Et encore mon gaz a fait 37 malgré une diminution de ma consommation de 25 et une baisse du tout global par les fournisseurs Faut que je regarde en détail mon contrat je comprends pas non plus une tel augmentation ENGIEpartFR
"1,75029E+18",PaoLaVorny,Pao La Vorny,2024-01-24 22:42:50+00:00,Vous mexpliquez ENGIEpartFR ENGIEpartSAV ? Depuis octobre vous me rajoutez entre 20 et 30 par mois discrètement Mais je vous vois nengie electricite arnaque,22,157,True,2024-01-24,3,0,0,4,0,Vous expliquez ENGIEpartFR ENGIEpartSAV Depuis octobre vous me rajoutez entre 20 et 30 par mois discrètement Mais je vous vois envie électricité arnaque
"1,7503E+18",Bennuts77,Ben&Nuts,2024-01-24 23:24:18+00:00,"ENGIEpartFR Je passe de 122 à 262par mois, je dois payer 511 de régulation, vous me faites payer une intervention d'un technicien jamais venu et a coté quand je vous contacte pour me dire qu'il y a un soucis personne se déplace? nJ'ai 33m les kheys pas 230",23,260,True,2024-01-24,3,0,0,4,0,ENGIEpartFR Je passe de 122 a 262par mois je dois payer 511 de régulation vous me faites payer une intervention un technicien jamais venu et a cote quand je vous contacte pour me dire qui y a un soucis personne se déplace ai nom les chers pas 230
"1,75045E+18",FeeKalome,La Fée Kalome,2024-01-25 09:19:23+00:00,"Bonjour ENGIEpartFR , nImpossible de se connecter sur l espace client de votre site. C est normal? J aimerais comprendre l aberration de ma facture.",9,148,True,2024-01-25,2,0,0,2,0,Bonjour ENGIEpartFR impossible de se connecter sur l espace client de votre site a est normal je aimerais comprendre l aberration de ma facture
"1,75046E+18",toundra69,Toundra🔺,2024-01-25 10:06:37+00:00,"ENGIEpartSAV Bj, j'ai essayé de réglé son radiateur, il n'y a pas de mode d'emploi et j'ai pu enlever quelques prereglages, jai tout mis sur 15, il fait 17 degrés chez elle, je lui ai dit de tenir deux jours pour voir si ça change sa consommation journalière. D'ici lundi je vous contact, thx",10,298,True,2024-01-25,2,0,0,2,0,ENGIEpartSAV bu ai essaye de règle son radiateur il ne a pas de mode emploi et ai pu enlever quelques prereglages ai tout mis sur 15 il fait 17 degrés chez elle je lui ai dit de tenir deux jours pour voir si la change sa consommation journalier ici lundi je vous contact thé
