id,screen_name,name,created_at,full_text,hour,text_length,contains_engie,day,week,month,mentions_engie,tweet_critique,sentiment,sentiment_class,urgence_status,degree_of_discomfort,categorie_plaintes
"1,7447E+18",Divergents20,Divergent,2024-01-09 12:19:53,"Le foutage de gueule de ENGIEpartFR, pour une maison de 96 m carré où on vit à 4 en pleine période de froid normal pour la saison... Ah il n'y pas de risques qu'il me file la prime...",12,187,True,2024-01-09,2024-01-08/2024-01-14,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74516E+18",prisspriss12,Missoussipi78,2024-01-10 19:09:32,"ninie949378 78190trappes CDCHabitat villedetrappes ENGIEproFR CDCHetMoi alirabeh En panne de chauffage et d'eau chaude avec CDCHetMoi ENGIEpartFR Malgré des installations soidisant neuves, rien ne fonctionne. Incompétence ProblèmesTechniques",19,244,True,2024-01-10,2024-01-08/2024-01-14,2024-01,2,True,NEGATIVE,Négatif,Urgence,40,Pannes & Urgences
"1,74551E+18",LeMalth,Le Malth’,2024-01-11 18:28:37,"ENGIEpartFR nbonsoir, seraitil possible davoir un contact? 10 jours pour avoir un rdv avec un technicienune à 16 degrés avec pompe à chaleur et neuve,5 interventions,tjr pareil,ça devient insupportable sans compter le service client inutile et la facture edf salée",18,269,True,2024-01-11,2024-01-08/2024-01-14,2024-01,1,False,NEGATIVE,Négatif,Urgence,40,Facturation
"1,74571E+18",Damien4118,🇫🇷 Damien 🇫🇷,2024-01-12 07:37:30,"Bon à savoir lorsqu ENGIEpartFR intervient chez vous pour un changement de pièce banal, vous pouvez vous retrouver ensuite sans chauffage. On vous proposera ensuite un rdv dans 3 jours pour venir voir ce qui se passe",7,218,True,2024-01-12,2024-01-08/2024-01-14,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74575E+18",MerlinPainpin,Alexus,2024-01-12 10:09:53,Le plus gros suspense de lannée nENGIEpartFR,10,45,True,2024-01-12,2024-01-08/2024-01-14,2024-01,1,False,POSITIVE,Positif,Pas Urgence,0,Autre
"1,74575E+18",david_yoteau,David Yoteau,2024-01-12 10:21:17,"ENGIEpartSAV bonjour,nPlus de courant sur la commune de Saint hilaire de clisson. Une idée de ce qu'il se passe?",10,113,True,2024-01-12,2024-01-08/2024-01-14,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74576E+18",med_energie,médiateur national de l'énergie,2024-01-12 11:06:59,"vendrediCfini nUne cliente dENGIEpartFR a reçu un courrier de renouvellement de son offre de fourniture de gaz et délectricité, sans mention des nouveaux prix de l'abonnement et du kWh. Il contient seulement 8 pages d' annexe de prix 14",11,239,True,2024-01-12,2024-01-08/2024-01-14,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,74625E+18",y770_,petit coeur grenadine,2024-01-13 19:29:54,"ENGIEgroup ENGIEpartFR Pq vous mettez plusieurs jours pr envoyer qqun nous dépanner en plein hiver, en plus qqun qui vient qui na même pas la pièce quil faut on est sans eau chaude ni chauffage depuis 2 jours cest inhumain de traiter les gens comme ça !!!!!!!!!!!!",19,268,True,2024-01-13,2024-01-08/2024-01-14,2024-01,2,True,NEGATIVE,Neutre,Urgence,40,Pannes & Urgences
"1,74661E+18",coupinesandrine,Sandriiiine,2024-01-14 19:24:56,y770 ENGIEgroup ENGIEpartFR Bienvenue au club. On attend toujours qu'ils nous recontactent...,19,93,True,2024-01-14,2024-01-08/2024-01-14,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74692E+18",FannyLepoivre,Fanny Lepoivre,2024-01-15 15:54:58,"48h que nous avons demandé une intervention d'urgence dans notre immeuble ENGIEproFR ENGIEpartFR Engie solutions Engie home services et toujours rien...pourtant l'eau coule en continu depuis 48h et plus personne n'a de chauffage, y compris nos aimés de 90 ans vivants seuls ...",15,279,True,2024-01-15,2024-01-15/2024-01-21,2024-01,2,True,NEGATIVE,Négatif,Urgence,40,Pannes & Urgences
"1,74717E+18",Qesakostan,Qesako I. 🇩🇪🇫🇷🇬🇧 🇪🇺 ◄🇺🇦◄🇷🇺◄ 🇨🇳,2024-01-16 08:18:21,ENGIEpartFR POURQUOI ENGIE envoie plus mes factures par la postenJ'ai PAS VOULU leur Dématerialisation,8,103,True,2024-01-16,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,74751E+18",masy7723,Mamou Sy,2024-01-17 06:44:38,CDCHetMoi CDCHabitat ENGIEgroup Accepteriez vous cela pour votre famille ?,6,74,True,2024-01-17,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74758E+18",RVL42600,JMB,2024-01-17 11:20:30,"attention Engie rode ds nos quartiers. ltlt Engie gtgt , ,ltltGDF, je n'ai à vendre. Je vérifie vos contrats. Vous n'avez rien à faire. Juste à tel à Engie pour prendre le DUO gaz elec. gtgt à part ça vous n'avez rien à vendre !nEDFofficiel LCP UFCquechoisirnENGIEpartFR",11,278,True,2024-01-17,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,74758E+18",eli_____sa,🇵🇸 Eli⁷ | A VU KIM SEOKJIN & HOBI,2024-01-17 11:23:05,"Dans un 60m2, avec un seul chauffage qui fonctionne 24h24 et un autre uniquement la nuit. Une tv, un frigo, une machine à laver et une plaque induction. On est d'accord que c'est absolument pas normal d'avoir une facture de 300 balles ???nENGIEpartFR faut me venir en aide",11,273,True,2024-01-17,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,74762E+18",vince_thouvenin,thouvenin,2024-01-17 13:45:59,ENGIEpartSAV deux mois sans eau chaude !!! Même en mettant en demeure votre agence d'Amiens aucune réponse de vos services ! arnaqueengie,13,139,True,2024-01-17,2024-01-15/2024-01-21,2024-01,1,False,POSITIVE,Neutre,Urgence,40,Pannes & Urgences
"1,74763E+18",lazhonguoren,LZGR,2024-01-17 14:42:23,ENGIEgroup bonjour pourquoi jai une option électricité verte sur un contrat de gaz ? nÇa fait 24 mois que vous me facturez 3 en plus sur un contrat de gaz nVolezvous vos clients ?,14,182,True,2024-01-17,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Urgence,40,Facturation
"1,74828E+18",Patrick_3164,PatrickC,2024-01-19 09:24:28,"ENGIEpartSAV Bonjour ENGIEpartFR , votre réponse est inadmissible . nVous m'indiquez juste que vous pensez que le problème est pris en compte et vous nous communiquerez une date d'intervention. nIl neige en Picardie et ma mère est sans chauffage par votre faute bougez vous !",9,278,True,2024-01-19,2024-01-15/2024-01-21,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Délai d’intervention
"1,7487E+18",VilledieuDamien,Damien Villedieu,2024-01-20 13:40:48,LaTribune Tu en penses quoi ENGIEpartFR ? J'ai hâte de voir ma mensualisation baisser après avoir presque doublée cette année,13,129,True,2024-01-20,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74903E+18",BiduleAnatheme,Anathème Bidule,2024-01-21 11:20:05,"Nous sommes le 21 janvier 2024 et ENGIEpartSAV ENGIEpartFR n'a toujours pas traité ni la résiliation ni le remboursement, ni le signalement dgccrf. Un niveau d'incompétence rare.",11,181,True,2024-01-21,2024-01-15/2024-01-21,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74912E+18",Khodexx,Khodex,2024-01-21 17:21:23,"ENGIEpartFR vu que le contact semble globalement compliqué, j'en suis réduit à devoir essayer ici. Donc je récapitule en décembre 2023 je constate une panne sur ma chaudière qui a été installée l'année dernière et que j'ai payée au prix fort. Celleci ne fonctionnait plus.",17,284,True,2024-01-21,2024-01-15/2024-01-21,2024-01,1,True,POSITIVE,Neutre,Urgence,40,Facturation
"1,74912E+18",ilxipa,T-,2024-01-21 17:30:40,"ENGIEpartSAV bonjour, estce quil est possible de télécharger lhistorique horaire de ses consommations délectricité ? Je nobtiens quun fichier avec les relevés mensuels alors que loption du suivi horaire est activée.",17,221,True,2024-01-21,2024-01-15/2024-01-21,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,74936E+18",Khodexx,Khodex,2024-01-22 08:55:16,"60millions ENGIEpartSAV Je ne sais pas non plus si UFCquechoisir peut m'aider mais là de toute façon, j'irai voir mes pires ennemis si j'en avais. J'en ai marre !",8,164,True,2024-01-22,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Neutre,Pas Urgence,0,Autre
"1,74944E+18",annesoldx,Anne-So,2024-01-22 14:20:26,ENGIEpartFR ENGIEpartSAV faire une demande dintervention urgente pour une chaudière qui a lâché depuis samedi matin et sentendre dire que les plannings sont pleins par une personne très désagréable au téléphone cest ça votre SAV ? Pour rappel une urgence immédiat.,14,274,True,2024-01-22,2024-01-22/2024-01-28,2024-01,2,True,NEGATIVE,Négatif,Urgence,40,Pannes & Urgences
"1,74987E+18",chcuny,Christophe CUNY,2024-01-23 18:55:11,"Je pense quil faut vraiment remercier le gouvernement et monsieur BrunoLeMaire pour son doublé sur les nouveaux tarifs délectricité.nnIl a quand même réussi lexploit de faire plus augmenter les tarifs qui sont les plus intéressants pour enedis les tarifs Tempo et HPHC.nnExploit dautant plus remarquable que le gaz est maintenant moins taxé que lélectricité alors que cest une énergie fossile émettrice de CO2nnUn champion comme ça, il faut absolument le garder GabrielAttal !",18,488,False,2024-01-23,2024-01-22/2024-01-28,2024-01,0,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,75017E+18",cyril77M,cyril28,2024-01-24 15:05:49,"chcuny BrunoLeMaire enedis Et encore, mon gaz a fait 37, malgré une diminution de ma consommation de 25 et une baisse du coût global par les fournisseurs. Faut que je regarde en détail mon contrat, je comprends pas non plus une tel augmentation ENGIEpartFR !",15,261,True,2024-01-24,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,75029E+18",PaoLaVorny,Pao La Vorny,2024-01-24 22:42:50,Vous mexpliquez ENGIEpartFR ENGIEpartSAV ? Depuis octobre vous me rajoutez entre 20 et 30 par mois discrètement Mais je vous vois nengie electricite arnaque,22,157,True,2024-01-24,2024-01-22/2024-01-28,2024-01,2,False,NEGATIVE,Négatif,Urgence,40,Autre
"1,7503E+18",Bennuts77,Ben&Nuts,2024-01-24 23:24:18,"ENGIEpartFR Je passe de 122 à 262par mois, je dois payer 511 de régulation, vous me faites payer une intervention d'un technicien jamais venu et a coté quand je vous contacte pour me dire qu'il y a un soucis personne se déplace? nJ'ai 33m les kheys pas 230",23,260,True,2024-01-24,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Délai d’intervention
"1,75045E+18",FeeKalome,La Fée Kalome,2024-01-25 09:19:23,"Bonjour ENGIEpartFR , nImpossible de se connecter sur l espace client de votre site. C est normal? J aimerais comprendre l aberration de ma facture.",9,148,True,2024-01-25,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Urgence,40,Facturation
"1,75046E+18",toundra69,Toundra🔺,2024-01-25 10:06:37,"ENGIEpartSAV Bj, j'ai essayé de réglé son radiateur, il n'y a pas de mode d'emploi et j'ai pu enlever quelques prereglages, jai tout mis sur 15, il fait 17 degrés chez elle, je lui ai dit de tenir deux jours pour voir si ça change sa consommation journalière. D'ici lundi je vous contact, thx",10,298,True,2024-01-25,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,75078E+18",halimsidi,Thunder,2024-01-26 07:05:15,"ENGIEpartSAV Bonjour,a quand un service client digne de ce nom?Cela fait maintenant 5 ans que jai un compteur linky et tous les ans je relance vos services car il nest pas communiquant,dénier en date 1223,et tjrs rien.Dites le si vous ne voulez rien faire",7,256,True,2024-01-26,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Urgence,40,Service Client
"1,75087E+18",Delelisma,M.A.,2024-01-26 12:58:44,"Cher ENGIEpartSAV ENGIEpartFR il m'a fallu 3ans avec les anciens proprio pour changer un compteur, des relances tous les mois et 3 rendez vous où vous n'êtes pas venu. Depuis ça fait 4mois que vous étudiez une facture erronée et vos conseillers ne disent jamais la même chose",12,281,True,2024-01-26,2024-01-22/2024-01-28,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:07:13,"BiduleAnatheme ENGIEpartSAV dgccrf Bonjour BiduleAnatheme , nous sommes dans le même cas que vous vis à vis des escrocs de lagence Engie Home Services Grand Marseille. Contrat de maintenance annuelle payé mais non honoré sans compter les rendez vous maintenance ou dépannage annulés ! Courrier AR sans réponse",14,316,True,2024-01-27,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:16:11,"Bonjour ENGIEpartSAV , que faut il faire pour que lagence Grand Marseille traite enfin notre demande de remboursement dun contrat de maintenance annuelle SÉCURITÉ payé et jamais honoré ???",14,192,True,2024-01-27,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,75125E+18",mimine130071,mimine13007,2024-01-27 14:20:33,ENGIEpartSAV nImpossible de joindre lagence par téléphone ! Pas de réponse aux différentes tentatives de contact y compris courrier AR. Nous sommes toujours en attente dun rappel qui ne vient jamais . Une honte ! Fautil saisir la dgccrf ? Porter plainte pour escroquerie ?,14,276,True,2024-01-27,2024-01-22/2024-01-28,2024-01,1,False,NEGATIVE,Négatif,Urgence,100,Service Client
"1,75224E+18",LaBelleEnYeux,Eilahtan 🌸☀️🏝,2024-01-30 07:51:16,"Ça fait des mois quENGIEpartFR me réclame 572,22 sans me dire ce que cest. Facture de septembre rien du tout de cette somme et facture de novembre ça apparaît en report de la facture précédente. Ça fait des mois et rien. Et ils mont mis en recouvrement ENGIEpartSAV",7,272,True,2024-01-30,2024-01-29/2024-02-04,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,7523E+18",manudscts,Manu,2024-01-30 12:09:47,ENGIEpartFR me menace de me réduire lélectricité si je ne paye pas une facture de régularisation de 533 je veux bien la payer mais ils ne veulent pas que je paye en 5X uniquement en 2X nIls sont méprisant et hautain. nPourquoi refusentil de maider.nengie,12,259,True,2024-01-30,2024-01-29/2024-02-04,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,75258E+18",williamvogel201,William Vogel,2024-01-31 06:14:04,ENGIEpartFR Hello ENGIEpartFR Engie cela fait un moment que le suivi de conso est cassé.nElec Gaz.nVous pouvez faire qqchose ?,6,127,True,2024-01-31,2024-01-29/2024-02-04,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Pannes & Urgences
"1,75264E+18",luberlu86,luciano,2024-01-31 10:37:10,"ENGIEpartFR ENGIE, c'est aussi cette entreprise qui est capable de mettre en panne une chaudière chez une femme de 94 ans!... le pire étant, que les autorités judiciaire saisies, et la DGCCRF, se gardent bien de venir soutenir cette femme seule, à POITIERS!pas touche ENGIE",10,277,True,2024-01-31,2024-01-29/2024-02-04,2024-01,1,True,POSITIVE,Positif,Urgence,40,Pannes & Urgences
"1,75265E+18",LaurentCR314159,hyperboloïde DE REVOLUTION,2024-01-31 11:07:50,Mais pas ma facturenEn 2020 je consommais 1694m3 et payais 1080nEn 2021 j'installé un poêle à boisnEn 2023 j'ai consommé 1127m333nEt payé...10334nENGIEpartFR vs vs êtes foutu mes économies ds la poche! avec lesquelles je comptais acheter mon bois.nQuel bon business!,11,273,True,2024-01-31,2024-01-29/2024-02-04,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Facturation
"1,75268E+18",KR1SD4RK,Kr1s D4rꓘ,2024-01-31 13:04:45,ENGIEpartFR FoutageDeGueule,13,27,True,2024-01-31,2024-01-29/2024-02-04,2024-01,1,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,75274E+18",cathmacgregor,Catherine MacGregor,2024-01-31 17:05:15,"En passant de 1 à 31 dEnergiesRenouvelables dans le mix énergétique dENGIEChile en 5 ans amp en annonçant notre sortie du charbon, ENGIEgroup décarbone son activité amp accélére la TransitionEnergétique.nObjectif 2026 60 dEnR dans notre mix .n",17,252,True,2024-01-31,2024-01-29/2024-02-04,2024-01,2,False,NEGATIVE,Négatif,Pas Urgence,0,Autre
"1,75274E+18",Aury7667,Aury76,2024-01-31 17:17:08,ENGIEpartFR ENGIEgroup J'appelle hier le service client pour un bug sur l'espace client au niveau du suivi conso. On devait me rappeler aujourd'hui. Personne!!! Je rappelle le service expliquant à nouveau mon problème on me transfère une autre personne qui s'étonne,17,269,True,2024-01-31,2024-01-29/2024-02-04,2024-01,2,False,NEGATIVE,Négatif,Urgence,80,Service Client
