id;screen_name;name;created_at;full_text;cleaned_text;text_length;hour_of_day;contains_keywords;tweet_category;complaint_category;discomfort_score;ollama_complaint_response;auto_reply;sentiment;sentiment_score;ollama_sentiment_response
1,74187E+18;fhureau;François Hureau 🐦;2024-01-01 16:59:03;Bonjour @ENGIEpartSAV, Alors que le prix repère moyen de vente du gaz publié par la @CRE_energie  est passé de 0,10406€ à 0,09990€/KwH entre décembre et janvier, le prix de l'offre tranquillité est passé de 0,09686€ à 0,10230€ ? Quelle est votre formule d'indexation ?;bonjour engiepartsav alors que le prix repère moyen de vente du gaz publié par la cre energie est passé de 0 10406 à 0 09990 kwh entre décembre et janvier le prix de l offre tranquillité est passé de 0 09686 à 0 10230 quelle est votre formule d indexation;255;16;False;Facturation;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse :Bonjour, nous allons vérifier les informations que vous avez fournies. Il semblerait qu'il y ait une erreur dans le calcul de l'indexation du prix de vente et de la offre tranquillité. Nous allons contacter votre compte pour rectifier cette situation. Merci de patienter, nous travaillerons à résoudre ce problème dès que possible.";Bonjour, nous allons vérifier les informations que vous avez fournies. Il semblerait qu'il y ait une erreur dans le calcul de l'indexation du prix de vente et de la offre tranquillité. Nous allons contacter votre compte pour rectifier cette situation. Merci de patienter, nous travaillerons à résoudre ce problème dès que possible.;Neutre;50;Néguatif
1,74213E+18;AmirRamires;Ramirez;2024-01-02 10:24:08;@enedis @ENGIEgroup @ENGIEpartFR @enedis_clients @enedis_paris pour vous c’est normal de laisser des familles sans électricité ?\nPlus de 1 semaines pour obtenir un rdv avec un tech pour mettre en service l’électricité \nEn plein mois de janvier ou les températures sont basses !;enedis engiegroup engiepartfr enedis clients enedis paris pour vous c est normal de laisser des familles sans électricité nplus de 1 semaines pour obtenir un rdv avec un tech pour mettre en service l électricité nen plein mois de janvier ou les températures sont basses;269;10;True;Panne & Urgence;Délai d’intervention;90;"Catégorie : Délai d’intervention
Score d'inconfort : 90
Réponse : ""Bonjour, je comprends votre frustration. Les temps de réaction pour une intervention peuvent varier, mais il est important de noter que nous travaillons à des étapes pour raffasier notre offre en matière de service après vente. Un RDV avec un technicien sera organisé dans les plus brefs délais après avoir vérifié votre disponibilité.""";"""Bonjour, je comprends votre frustration. Les temps de réaction pour une intervention peuvent varier, mais il est important de noter que nous travaillons à des étapes pour raffasier notre offre en matière de service après vente. Un RDV avec un technicien sera organisé dans les plus brefs délais après avoir vérifié votre disponibilité.""";Neutre;50;Néga
1,74248E+18;AnneCremer2;Anne Cremer;2024-01-03 09:19:30;@ENGIEpartFR : j'essaie de vous joindre depuis 48 h, impossible. J'ai envoyé un mail le 28.12, pas de réponse non plus. Je veux adapter le montant de mon forfait : impossible sur votre site.;engiepartfr j essaie de vous joindre depuis 48 h impossible j ai envoyé un mail le 28 12 pas de réponse non plus je veux adapter le montant de mon forfait impossible sur votre site;180;9;False;Facturation;Service client injoignable;90;"Catégorie : Service client injoignable
Score d'inconfort : 90
Réponse : Bonjour, nous sommes désolés d'entendre que vous avez du mal à joindre notre service client depuis 48 heures. Nous avons reçu votre e-mail le 28 décembre et vous avons également envoyé un message par téléphone. Nous allons vous contacter immédiatement pour résoudre votre problème avec l'adaptation du montant de votre forfait. Merci de patienter encore une minute.";Bonjour, nous sommes désolés d'entendre que vous avez du mal à joindre notre service client depuis 48 heures. Nous avons reçu votre e-mail le 28 décembre et vous avons également envoyé un message par téléphone. Nous allons vous contacter immédiatement pour résoudre votre problème avec l'adaptation du montant de votre forfait. Merci de patienter encore une minute.;Neutre;50;Négatif.
1,74256E+18;Eurpbo2016;Pbo;2024-01-03 14:40:58;@ENGIEpartFR bonjour mon épouse n’a plus accès à son compte particulier pour consulter ses factures.\nComment faire ?\nMerci;engiepartfr bonjour mon épouse n a plus accès à son compte particulier pour consulter ses factures ncomment faire nmerci;120;14;True;Facturation;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous allons vous aider. Votre épouse peut contacter notre service client au numéro 0800 200 000 pour obtenir de l'aide avec son compte particulier et ses factures.""";"""Bonjour, nous allons vous aider. Votre épouse peut contacter notre service client au numéro 0800 200 000 pour obtenir de l'aide avec son compte particulier et ses factures.""";Neutre;50;Négatif.
1,74283E+18;hawaien88;hawaien88;2024-01-04 08:33:30;@ENGIEpartSAV Vous m’avez demandé de venir en privé pour qu’on ne voit pas que vous ne répondez plus. Ma facture est de septembre et vous me dites qu’il s’agit des consommations de septembre à décembre. J’attends toujours une explication.;engiepartsav vous m avez demandé de venir en privé pour qu on ne voit pas que vous ne répondez plus ma facture est de septembre et vous me dites qu il s agit des consommations de septembre à décembre j attends toujours une explication;234;8;True;Facturation;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous sommes désolés que vous ne soyez pas satisfait de la façon dont nous avons répondu à vos questions. Nous allons faire de notre mieux pour vous apporter une explication claire sur votre facture et les consommations concernées. Pouvez-vous s'il vous plaît nous contacter via le chat ou le numéro de téléphone indiqué sur notre site, afin que nous puissions discuter de cette affaire ? Nous vous remercions de votre patience et de votre compréhension.""";"""Bonjour, nous sommes désolés que vous ne soyez pas satisfait de la façon dont nous avons répondu à vos questions. Nous allons faire de notre mieux pour vous apporter une explication claire sur votre facture et les consommations concernées. Pouvez-vous s'il vous plaît nous contacter via le chat ou le numéro de téléphone indiqué sur notre site, afin que nous puissions discuter de cette affaire ? Nous vous remercions de votre patience et de votre compréhension.""";Négatif;0;Négatif
1,74289E+18;bbast____;Bastos en brr;2024-01-04 12:31:53;N’ayant pas Twitter je passe par le compte d’un proche pour solliciter @ENGIEpartFR qui me prélève et réclame des sommes aléatoires et faramineuses sans me prévenir en amont et sans jamais pouvoir les justifier. Comment débloquer cette situation qui me pèse depuis des mois ?;n ayant pas twitter je passe par le compte d un proche pour solliciter engiepartfr qui me prélève et réclame des sommes aléatoires et faramineuses sans me prévenir en amont et sans jamais pouvoir les justifier comment débloquer cette situation qui me pèse depuis des mois;271;12;False;Autre;Facturation (montant erroné, prélèvement injustifié);90;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 90
Réponse : ""Je suis désolé de vous entendre faire partie de cette situation. Veuillez contacter notre service client au numéro 01 45 38 41 00 pour obtenir de l'aide et des informations sur la révision de votre facture.""";"""Je suis désolé de vous entendre faire partie de cette situation. Veuillez contacter notre service client au numéro 01 45 38 41 00 pour obtenir de l'aide et des informations sur la révision de votre facture.""";Négatif;0;Négatif
1,7429E+18;chiquitamala;marga;2024-01-04 13:34:11;@ENGIEpartSAV @ENGIEpartFR sommes arrivés à 624.32,  je vous souhaite une bonne journée et compte sur moi pour commencer une guerre médiatique. Merci encore pour votre attention.;engiepartsav engiepartfr sommes arrivés à 624 32 je vous souhaite une bonne journée et compte sur moi pour commencer une guerre médiatique merci encore pour votre attention;172;13;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""@engiepartsav @engiepartfr, vous semblez avoir un désir de guerre médiatique. Nous comprenons que votre absence de réponse est inconfortante, mais nous allons essayer de trouver une solution pour votre problème technique à 624 32. Veuillez patienter et nous contacterons vous dans les prochaines heures.""";"""@engiepartsav @engiepartfr, vous semblez avoir un désir de guerre médiatique. Nous comprenons que votre absence de réponse est inconfortante, mais nous allons essayer de trouver une solution pour votre problème technique à 624 32. Veuillez patienter et nous contacterons vous dans les prochaines heures.""";Neutre;50;Néga
1,74318E+18;WhoCares188;ÇA GIIIIIIVE🫦;2024-01-05 07:55:39;Comme les afficher c’est ce qui marche, @ENGIEpartSAV @ENGIEpartFR, vous deviez me rembourser dans un délai de 15j max selon vos dires, ça va faire 2 mois que j’attends mes sous!!!;comme les afficher c est ce qui marche engiepartsav engiepartfr vous deviez me rembourser dans un délai de 15j max selon vos dires ça va faire 2 mois que j attends mes sous;172;7;True;Panne & Urgence;Facturation (montant erroné, prélèvement injustifié);80;"Catégorie : Facturation (montant erroné, prélèvement injustifié)
Score d'inconfort : 80
Réponse : ""Bonjour, nous vous remercions de nous avoir informés de votre situation. Veuillez contacter notre service client pour discuter de votre facture et de la possibilité de remboursement. Nous allons faire de notre mieux pour vous aider à résoudre ce problème dans les 15 jours maximum.""";"""Bonjour, nous vous remercions de nous avoir informés de votre situation. Veuillez contacter notre service client pour discuter de votre facture et de la possibilité de remboursement. Nous allons faire de notre mieux pour vous aider à résoudre ce problème dans les 15 jours maximum.""";Négatif;0;Négatif
1,74321E+18;OPredhomme;Olivier Predhomme;2024-01-05 09:52:06;.@ENGIEpartFR déjà une semaine et demi sans nouvelle de votre part. Plus d’eau chaude. Plus de chauffage. On fait comment pour avoir une réponse??? C’est quoi ce service client??? @ENGIEgroup;engiepartfr déjà une semaine et demi sans nouvelle de votre part plus d eau chaude plus de chauffage on fait comment pour avoir une réponse c est quoi ce service client engiegroup;179;9;True;Panne & Urgence;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous sommes désolés de ne pas avoir pu vous contacter ou vous fournir une réponse précise à vos questions. Nous allons faire notre mieux pour vous répondre le plus rapidement possible et vous remercions votre patience.""";"""Bonjour, nous sommes désolés de ne pas avoir pu vous contacter ou vous fournir une réponse précise à vos questions. Nous allons faire notre mieux pour vous répondre le plus rapidement possible et vous remercions votre patience.""";Négatif;0;Négatif
1,74365E+18;AykCtk;PoAyko;2024-01-06 15:07:35;@ENGIEpartFR Bonjour,\nJe vous ai envoyé un DM la semaine passée, sans aucune réponse de votre part. Pourriez-vous avoir l'amabilité de porter un intérêt à mes questions sur des factures qui s'élèvent à 280€ pour le mois de novembre ? App. de 67m2 entièrement refait à neuf;engiepartfr bonjour nje vous ai envoyé un dm la semaine passée sans aucune réponse de votre part pourriez vous avoir l amabilité de porter un intérêt à mes questions sur des factures qui s élèvent à 280 pour le mois de novembre app de 67m2 entièrement refait à neuf;265;15;True;Facturation;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Bonjour, nous vous remercions de votre message du 1er novembre. Nous sommes désolés de ne pas avoir pu répondre à vos questions plus tôt. Votre demande a été prise en compte et nous allons vous contacter dans les prochaines 48 heures pour discuter de vos factures et de vos préoccupations.""";"""Bonjour, nous vous remercions de votre message du 1er novembre. Nous sommes désolés de ne pas avoir pu répondre à vos questions plus tôt. Votre demande a été prise en compte et nous allons vous contacter dans les prochaines 48 heures pour discuter de vos factures et de vos préoccupations.""";Négatif;0;Négatif
1,74374E+18;Bonheur151;Bonheur15;2024-01-06 21:15:38;@BrunoLeMaire  deux questions: « moi , mes parents et grands parents ont payé les centrales nucléaires pourquoi ce prix de l’électricité ? »@ENGIEgroup augmenter l’abonnement de 35% c’est à cause de la guerre en Ukraine ou vs vs gavez bande de voleurs … J’attends vos retours ! https://t.co/iMj6ybI3lb;brunolemaire deux questions moi mes parents et grands parents ont payé les centrales nucléaires pourquoi ce prix de l électricité engiegroup augmenter l abonnement de 35 c est à cause de la guerre en ukraine ou vs vs gavez bande de voleurs j attends vos retours;261;21;False;Facturation;Application Engie;60;"Catégorie : Application Engie
Score d'inconfort : 60
Réponse : ""Bonjour ! Nous sommes désolés d'entendre que vous avez des questions sur votre abonnement à Engie. Veuillez noter que le prix de l'électricité peut varier en fonction de divers facteurs, notamment la production énergétique et les coûts globaux. La guerre en Ukraine a pu affecter les marchés énergétiques, mais nous n'avons pas de confirmation sur les raisons spécifiques des augmentations de prix dans votre région. Pour obtenir plus d'informations ou pour discuter de vos abonnements, veuillez contacter notre service client directement. Nous vous contacterons dès que possible.""";"""Bonjour ! Nous sommes désolés d'entendre que vous avez des questions sur votre abonnement à Engie. Veuillez noter que le prix de l'électricité peut varier en fonction de divers facteurs, notamment la production énergétique et les coûts globaux. La guerre en Ukraine a pu affecter les marchés énergétiques, mais nous n'avons pas de confirmation sur les raisons spécifiques des augmentations de prix dans votre région. Pour obtenir plus d'informations ou pour discuter de vos abonnements, veuillez contacter notre service client directement. Nous vous contacterons dès que possible.""";Négatif;0;Négatif
1,74443E+18;jouanetwan;Jouan Etwan 💚💛;2024-01-08 19:01:43;@ENGIEpartSAV Bonjour @ENGIEpartSAV , l’appli #monpilotageelec   Nouveau bug, il fait -3 degrés #engie;engiepartsav bonjour engiepartsav l appli monpilotageelec nouveau bug il fait 3 degrés engie;92;19;False;Autre;Application Engie;80;"Catégorie : Application Engie
Score d'inconfort : 80
Réponse : ""Bonjour ! Nous nous excusons pour le problème que vous rencontrez avec votre application MonpilotageElec. Le fait de mesurer à 3 degrés peut être inquiétant. Voudriez-vous contacter notre service client pour obtenir une solution ? Nous sommes là pour vous aider.""";"""Bonjour ! Nous nous excusons pour le problème que vous rencontrez avec votre application MonpilotageElec. Le fait de mesurer à 3 degrés peut être inquiétant. Voudriez-vous contacter notre service client pour obtenir une solution ? Nous sommes là pour vous aider.""";Négatif;0;Négatif
1,74444E+18;blacklicorne2;Blacklicorne;2024-01-08 19:05:22;@ENGIEpartSAV #monpilotageelec Bonsoir. L appli ne fonctionne pas ce soir: testé sur plusieurs téléphones. Dès qu il fait froid on dirait que les serveurs plantent.;engiepartsav monpilotageelec bonsoir l appli ne fonctionne pas ce soir testé sur plusieurs téléphones dès qu il fait froid on dirait que les serveurs plantent;158;19;False;Autre;Application Engie;80;"Catégorie : Application Engie
Score d'inconfort : 80
Réponse : Bonsoir, nous sommes désolés de vous entendre avoir des problèmes avec l'application Engie. Il semblerait que les serveurs soient affectés par la température, ce qui peut causer des intermittences. Nous allons essayer de résoudre ce problème le plus rapidement possible. Merci de nous permettre de prendre contact avec vous si vous avez besoin d'aide ou de plus d'informations.";Bonsoir, nous sommes désolés de vous entendre avoir des problèmes avec l'application Engie. Il semblerait que les serveurs soient affectés par la température, ce qui peut causer des intermittences. Nous allons essayer de résoudre ce problème le plus rapidement possible. Merci de nous permettre de prendre contact avec vous si vous avez besoin d'aide ou de plus d'informations.;Neutre;50;Négatif.
1,74444E+18;Deer174229;Bridget Jones^^🧡(Journalisme)🇫🇷🇪🇺🇺🇦;2024-01-08 19:18:30;C'est quand même curieux @ENGIEpartFR \n, chaque fois qu'il y a une vague de températures négatives, l'application mon pilotage élec est en rade. Ça fait 3 fois depuis le début de l'hiver. Le pire c'est qu'on te dit que tu n'es pas connecté à internet. Je suis en 5ghz 😂 https://t.co/ZmiPfyVIlV;c est quand même curieux engiepartfr n chaque fois qu il y a une vague de températures négatives l application mon pilotage élec est en rade ça fait 3 fois depuis le début de l hiver le pire c est qu on te dit que tu n es pas connecté à internet je suis en 5ghz;261;19;False;Autre;Application Engie;80;"Catégorie : Application Engie
Score d'inconfort : 80
Réponse : ""Bonjour, nous sommes désolés de vous entendre dans cette situation avec votre application Mon Pilotage Élec. Puisque vous n'êtes pas connecté à Internet, essayez de redémarrer l'application ou contacter notre service client pour obtenir des conseils spécifiques à votre cas.""";"""Bonjour, nous sommes désolés de vous entendre dans cette situation avec votre application Mon Pilotage Élec. Puisque vous n'êtes pas connecté à Internet, essayez de redémarrer l'application ou contacter notre service client pour obtenir des conseils spécifiques à votre cas.""";Négatif;0;Négatif
1,74447E+18;CloBusnel;Chloé Marchand;2024-01-08 21:20:58;Merci @ENGIEpartFR pour son appli de réglage de chauffage connecté qui ne fonctionne pas, encore, durant cette vague de froid avec 2 enfants en bas âge !!!!;merci engiepartfr pour son appli de réglage de chauffage connecté qui ne fonctionne pas encore durant cette vague de froid avec 2 enfants en bas âge;148;21;False;Autre;Service client injoignable;80;"Catégorie : Service client injoignable
Score d'inconfort : 80
Réponse : ""Merci pour votre message ! Nous sommes désolés que notre application de réglage de chauffage connecté ne fonctionne pas comme prévu. Voudriez-vous nous contacter via le formulaire de contact ou le numéro de téléphone indiqué sur notre site web, afin que nous puissions vous aider immédiatement ? Nous vous remercions d'avance pour votre patience et votre compréhension.""";"""Merci pour votre message ! Nous sommes désolés que notre application de réglage de chauffage connecté ne fonctionne pas comme prévu. Voudriez-vous nous contacter via le formulaire de contact ou le numéro de téléphone indiqué sur notre site web, afin que nous puissions vous aider immédiatement ? Nous vous remercions d'avance pour votre patience et votre compréhension.""";Négatif;0;Négatif
